,Part Number,Quantity,BZA,DA,W,EHM,Baumuster,BU,Family,QVV,Component Number,KG,ANZ,Grouping,Component BU,Component Family,Jan/2019,Feb/2019,Mar/2019,Apr/2019,May/2019,Jun/2019,Jul/2019,Aug/2019,Sep/2019,Oct/2019,Nov/2019,Dec/2019,sum
3149735,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361122T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,2,2,2,2,2,2,1,1,2,2,0,19
3149736,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361123T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,2,0,0,0,0,0,0,1,0,5
3149737,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361126T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,1,0,0,0,0,2
3149738,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20361131T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,1,1,0,1,1,1,1,0,0,8
3149739,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410719T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,35,38,51,60,50,38,51,47,46,55,37,4,512
3149740,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410720T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,1,0,0,1,0,1,0,0,4
3149741,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410721T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,3,3,4,4,4,2,4,3,4,4,2,0,37
3149742,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410725T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,13,4,5,5,6,3,5,4,5,7,3,1,61
3149743,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410729T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,1,3,3,1,3,2,2,1,2,3,0,22
3149744,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410736T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,1,1,1,1,1,1,0,7
3149745,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410742T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,0,0,2,2,0,1,0,1,1,0,0,9
3149746,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410758T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,1,1,1,1,0,1,1,1,0,9
3149747,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410760T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,0,0,0,1,0,1,1,0,0,5
3149748,A 958 680 25 05,1.0,U7,,,1,C958434,Truck,Axor,QVV20410761T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3149749,A 958 680 25 05,1.0,U7,,,1,C958435,Truck,Axor,QVV20361109T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149750,A 958 680 25 05,1.0,U7,,,1,C958435,Truck,Axor,QVV20361127T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,0,1,0,1,0,1,5
3149751,A 958 680 25 05,1.0,U7,,,1,C958435,Truck,Axor,QVV20361128T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3149752,A 958 680 25 05,1.0,U7,,,1,C958435,Truck,Axor,QVV20361140T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,0,1,0,1,0,1,0,5
3149753,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25360837T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,3,3,3,3,3,3,3,3,3,3,3,3,36
3149754,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25360838T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,4,4,4,4,4,4,4,4,4,4,4,4,48
3149755,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25360839T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,2,2,2,3,2,2,2,2,19
3149756,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443820T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,0,2,2,2,2,1,1,13
3149757,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443821T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,1,2,2,4,3,3,3,3,2,2,26
3149758,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443822T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,4,0,9,8,14,13,12,12,12,13,15,12,124
3149759,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443844T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,1,1,1,1,1,0,1,9
3149760,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443852T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,2,1,1,1,1,1,2,2,13
3149761,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443859T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,2,3,4,3,3,3,3,4,3,3,31
3149762,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443903T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,0,0,0,0,0,1
3149763,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443904T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,1,0,1,1,0,1,6
3149764,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443915T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,0,0,0,0,0,1,0,3
3149765,A 958 680 25 05,1.0,U7,,,1,C958441,Truck,Axor,QVV25443916T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,1,1,0,0,0,3
3149766,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360819T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,1,0,0,0,0,0,2
3149767,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360826T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,1,1,1,1,1,1,1,9
3149768,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360831T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,37,24,0,0,0,0,0,0,0,0,0,0,61
3149769,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360834T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,19,0,13,13,19,17,18,17,19,17,18,15,185
3149770,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360836T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,0,1,1,1,2,0,1,1,1,1,1,12
3149771,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360842T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,5,5,7,7,7,7,8,7,7,6,66
3149772,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360843T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,3,1,2,3,1,3,1,2,17
3149773,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360845T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,1,1,0,0,1,1,1,6
3149774,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25360849T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,8,9,13,13,13,13,13,13,12,12,119
3149775,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443824T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,44,27,28,28,43,40,42,42,42,43,40,39,458
3149776,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443825T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,4,25,4,5,8,7,7,7,6,9,7,7,96
3149777,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443826T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,5,6,6,8,6,6,7,7,9,6,67
3149778,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443827T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,2,2,1,3,2,2,2,1,2,18
3149779,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443834T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,1,1,1,1,2,1,1,0,10
3149780,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443860T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,1,0,1,3
3149781,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443890T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,0,0,1,0,1,0,4
3149782,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443898T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,12,0,0,0,0,0,0,0,0,0,0,12
3149783,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443899T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,1,0,0,0,0,2
3149784,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443902T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,13,19,18,21,17,17,22,20,17,164
3149785,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443905T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,1,1,0,1,0,1,5
3149786,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443906T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,2,0,0,0,2,0,1,0,6
3149787,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443907T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,0,1,0,1,0,3
3149788,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443908T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,1,1,2,2,1,1,1,10
3149789,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443917T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,98,9,0,0,0,0,0,0,0,0,0,107
3149790,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443918T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,5,0,0,0,0,0,0,0,0,0,5
3149791,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443919T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,0,0,0,0,0,1
3149792,A 958 680 25 05,1.0,U7,,,1,C958443,Truck,Axor,QVV25443920T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,3,4,6,6,5,6,6,6,5,5,52
3149793,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360832T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,2,2,4,3,3,3,3,4,4,2,30
3149794,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360835T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,10,0,3,4,8,5,6,6,6,7,5,6,66
3149795,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360846T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,1,0,1,0,0,1,0,3
3149796,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25360847T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,4,3,3,3,4,4,4,4,4,3,36
3149797,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443829T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,1,0,1,0,0,0,0,0,1,4
3149798,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443831T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,44,77,11,13,18,17,16,16,16,17,18,16,279
3149799,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443832T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,2,2,1,2,2,0,1,12
3149800,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443833T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,30,0,3,2,5,4,5,5,5,4,3,4,70
3149801,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443862T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,1,1,1,0,1,0,2,1,8
3149802,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443896T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,22,0,0,0,0,0,0,0,0,0,22
3149803,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443909T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,1,1,1,1,1,1,1,9
3149804,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443911T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,23,32,32,33,32,32,35,33,29,281
3149805,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443912T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3149806,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443913T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,1,1,0,0,3
3149807,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443921T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,1,0,1,2,1,0,1,0,1,8
3149808,A 958 680 25 05,1.0,U7,,,1,C958444,Truck,Axor,QVV25443922T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,1,0,0,0,2
3149809,A 958 680 25 05,1.0,U7,,,1,C958451,Truck,Axor,QVV26443204T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,1,1,1,1,1,1,1,1,1,0,1,11
3149810,A 958 680 25 05,1.0,U7,,,1,C958452,Truck,Axor,QVV26443173T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3149811,A 958 680 25 05,1.0,U7,,,1,C958452,Truck,Axor,QVV26443176T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,1,1,1,1,1,1,1,1,1,0,10
3149812,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443154T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,15,14,22,24,20,16,21,18,19,23,16,1,209
3149813,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443155T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,2,3,3,3,2,2,2,2,3,2,0,26
3149814,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443163T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,1,2,3,1,1,3,1,2,2,1,0,19
3149815,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443166T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3149816,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443179T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3149817,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443187T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,1,1,1,1,1,1,0,1,0,8
3149818,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443192T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,1,0,0,0,0,2
3149819,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443193T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,1,0,0,0,0,1,0,0,3
3149820,A 958 680 25 05,1.0,U7,,,1,C958453,Truck,Axor,QVV26443200T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,1,0,0,0,0,2
3149821,A 958 680 25 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443157T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,4,3,5,4,4,2,5,5,4,4,4,0,44
3149822,A 958 680 25 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443158T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,3,3,4,6,4,4,4,3,3,6,3,0,43
3149823,A 958 680 25 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443174T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,0,1,0,0,0,1
3149824,A 958 680 25 05,1.0,U7,,,1,C958454,Truck,Axor,QVV26443195T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3149825,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442060T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149826,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442062T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,13,11,16,20,17,13,17,16,16,18,12,0,169
3149827,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442063T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3149828,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442065T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,8,7,11,12,11,8,11,9,9,12,8,1,107
3149829,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442068T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,2,4,5,3,3,4,3,5,4,2,0,37
3149830,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442082T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,2,1,1,1,1,0,1,1,1,1,2,0,12
3149831,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442106T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,0,1,0,0,0,0,0,0,0,2
3149832,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442109T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,1,0,0,0,0,0,0,0,0,0,1
3149833,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442113T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,1,0,0,0,1,0,1,1,0,0,5
3149834,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442117T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,1,0,0,0,2
3149835,A 958 680 25 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442128T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3149836,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33441995T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3149837,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442041T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3149838,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442097T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,1,0,0,2
3149839,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442110T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3149840,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442131T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3149841,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442132T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3149842,A 958 680 25 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442133T,Z 538.534/20,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,1,0,0,0,0,1,0,0,0,3
3149889,A 958 680 27 05,1.0,U7,,,1,C958184,Truck,Atego,QVV30300600T,Z 538.534/22,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3149905,A 958 680 29 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24301520T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,1,0,2
3149906,A 958 680 29 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24301539T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3149907,A 958 680 29 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24301540T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,0,1,0,0,0,1,0,0,0,4
3149908,A 958 680 29 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24301541T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,1,0,0,1,1,0,0,6
3149909,A 958 680 29 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301538T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,1,0,0,1,0,0,0,0,3
3149910,A 958 680 29 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301545T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,1,1,0,0,0,0,3
3149911,A 958 680 29 05,1.0,U7,,,1,C958184,Truck,Atego,QVV30300662T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3149912,A 958 680 29 05,1.0,U7,,,1,C958184,Truck,Atego,QVV30300663T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,1,0,0,0,0,2
3149913,A 958 680 29 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300644T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,1,1,0,1,1,1,1,2,0,11
3149914,A 958 680 29 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300650T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,1,0,0,0,0,1,3
3149915,A 958 680 29 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300659T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,1,0,0,0,0,0,0,2
3149916,A 958 680 29 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300664T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,1,1,1,1,1,1,1,1,0,10
3149917,A 958 680 29 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300665T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,1,0,0,0,0,2
3149918,A 958 680 29 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300668T,Z 538.534/24,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,0,1,0,1,1,0,1,1,0,7
3151425,A 958 680 41 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251891T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,0,3,0,3,0,2,2,2,0,2,0,14
3151426,A 958 680 41 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251892T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,1,0,1,1,1,0,1,0,6
3151427,A 958 680 41 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251893T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,0,3,3,0,2,0,0,3,0,2,3,16
3151428,A 958 680 41 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17300491T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,1,0,0,0,1,0,0,1,0,4
3151429,A 958 680 41 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17251868T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,2,0,1,0,0,0,2,6
3151430,A 958 680 41 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17251873T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,14,7,5,6,5,4,0,6,0,8,0,9,64
3151431,A 958 680 41 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17251878T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,7,0,0,0,0,0,0,0,0,0,0,0,7
3151432,A 958 680 41 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17263850T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,1,2,1,1,1,1,1,2,1,1,1,13
3151433,A 958 680 41 05,1.0,U7,,,1,C958150,Truck,Atego,QVV17263956T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,1,0,0,1,1,0,1,0,6
3151434,A 958 680 41 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263748T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,2,2,2,2,2,1,1,1,3,2,2,1,21
3151435,A 958 680 41 05,1.0,U7,,,1,C958154,Truck,Atego,QVV17263878T,Z 538.534/46,S681,1,Aggregate SAA D958860,Cabin,,0,2,0,0,0,0,2,0,0,2,2,0,8
